"Nombre","curso","edad","Asignatura","Detalle_Nota","Nota","Asistencia","Observacion de conducta"
"Heriberto Benítez Oliva","2° Básico A","17","Lenguaje","Exposición 1","5,9","94%","Molesta a sus companeros constantemente."
"Heriberto Benítez Oliva","2° Básico A","17","Lenguaje","Tarea 2","3,9","94%","Molesta a sus companeros constantemente."
"Heriberto Benítez Oliva","2° Básico A","17","Ciencias","Ensayo 1","5,3","94%","Molesta a sus companeros constantemente."
"Heriberto Benítez Oliva","2° Básico A","17","Ciencias","Tarea 2","6,1","94%","Molesta a sus companeros constantemente."
"Heriberto Benítez Oliva","2° Básico A","17","Inglés","Control 1","5,7","94%","Molesta a sus companeros constantemente."
"Heriberto Benítez Oliva","2° Básico A","17","Inglés","Laboratorio 2","6,1","94%","Molesta a sus companeros constantemente."
"Heriberto Benítez Oliva","2° Básico A","17","Educación Física","Laboratorio 1","4,6","94%","Molesta a sus companeros constantemente."
"Heriberto Benítez Oliva","2° Básico A","17","Educación Física","Ensayo 2","3,5","94%","Molesta a sus companeros constantemente."
"Heriberto Benítez Oliva","2° Básico A","17","Educación Física","Laboratorio 3","4,1","94%","Molesta a sus companeros constantemente."
"Heriberto Benítez Oliva","2° Básico A","17","Matemáticas","Control 1","3,4","94%","Molesta a sus companeros constantemente."
"Heriberto Benítez Oliva","2° Básico A","17","Matemáticas","Control 2","5,8","94%","Molesta a sus companeros constantemente."
"Heriberto Benítez Oliva","2° Básico A","17","Matemáticas","Tarea 3","6,3","94%","Molesta a sus companeros constantemente."
"Heriberto Benítez Oliva","2° Básico A","17","Matemáticas","Laboratorio 4","5,3","94%","Molesta a sus companeros constantemente."
"Jose Carlos Castillo Bayona","3° Medio B","16","Inglés","Laboratorio 1","6,5","96%","Ha mejorado notablemente su rendimiento."
"Jose Carlos Castillo Bayona","3° Medio B","16","Inglés","Exposición 2","3,3","96%","Ha mejorado notablemente su rendimiento."
"Jose Carlos Castillo Bayona","3° Medio B","16","Inglés","Tarea 3","6,7","96%","Ha mejorado notablemente su rendimiento."
"Jose Carlos Castillo Bayona","3° Medio B","16","Historia","Control 1","3,6","96%","Ha mejorado notablemente su rendimiento."
"Jose Carlos Castillo Bayona","3° Medio B","16","Historia","Prueba 2","5,7","96%","Ha mejorado notablemente su rendimiento."
"Jose Carlos Castillo Bayona","3° Medio B","16","Ciencias","Control 1","6,4","96%","Ha mejorado notablemente su rendimiento."
"Jose Carlos Castillo Bayona","3° Medio B","16","Ciencias","Exposición 2","3,0","96%","Ha mejorado notablemente su rendimiento."
"Jose Carlos Castillo Bayona","3° Medio B","16","Ciencias","Ensayo 3","4,2","96%","Ha mejorado notablemente su rendimiento."
"Jose Carlos Castillo Bayona","3° Medio B","16","Educación Física","Tarea 1","6,5","96%","Ha mejorado notablemente su rendimiento."
"Jose Carlos Castillo Bayona","3° Medio B","16","Educación Física","Tarea 2","4,8","96%","Ha mejorado notablemente su rendimiento."
"Jose Carlos Castillo Bayona","3° Medio B","16","Educación Física","Exposición 3","4,0","96%","Ha mejorado notablemente su rendimiento."
"Jose Carlos Castillo Bayona","3° Medio B","16","Lenguaje","Prueba 1","6,7","96%","Ha mejorado notablemente su rendimiento."
"Jose Carlos Castillo Bayona","3° Medio B","16","Lenguaje","Tarea 2","6,8","96%","Ha mejorado notablemente su rendimiento."
"Jose Carlos Castillo Bayona","3° Medio B","16","Matemáticas","Tarea 1","5,7","96%","Ha mejorado notablemente su rendimiento."
"Jose Carlos Castillo Bayona","3° Medio B","16","Matemáticas","Ensayo 2","5,5","96%","Ha mejorado notablemente su rendimiento."
"Jose Carlos Castillo Bayona","3° Medio B","16","Matemáticas","Tarea 3","6,0","96%","Ha mejorado notablemente su rendimiento."
"Eladio Figuerola Balaguer","2° Básico B","18","Educación Física","Prueba 1","4,0","85%","Ha mejorado notablemente su rendimiento."
"Eladio Figuerola Balaguer","2° Básico B","18","Educación Física","Prueba 2","3,2","85%","Ha mejorado notablemente su rendimiento."
"Eladio Figuerola Balaguer","2° Básico B","18","Educación Física","Laboratorio 3","5,8","85%","Ha mejorado notablemente su rendimiento."
"Eladio Figuerola Balaguer","2° Básico B","18","Educación Física","Prueba 4","6,9","85%","Ha mejorado notablemente su rendimiento."
"Eladio Figuerola Balaguer","2° Básico B","18","Ciencias","Laboratorio 1","5,0","85%","Ha mejorado notablemente su rendimiento."
"Eladio Figuerola Balaguer","2° Básico B","18","Ciencias","Ensayo 2","6,1","85%","Ha mejorado notablemente su rendimiento."
"Eladio Figuerola Balaguer","2° Básico B","18","Ciencias","Tarea 3","5,9","85%","Ha mejorado notablemente su rendimiento."
"Eladio Figuerola Balaguer","2° Básico B","18","Ciencias","Laboratorio 4","6,3","85%","Ha mejorado notablemente su rendimiento."
"Eladio Figuerola Balaguer","2° Básico B","18","Inglés","Control 1","3,3","85%","Ha mejorado notablemente su rendimiento."
"Eladio Figuerola Balaguer","2° Básico B","18","Inglés","Tarea 2","3,1","85%","Ha mejorado notablemente su rendimiento."
"Eladio Figuerola Balaguer","2° Básico B","18","Inglés","Prueba 3","4,9","85%","Ha mejorado notablemente su rendimiento."
"Eladio Figuerola Balaguer","2° Básico B","18","Historia","Laboratorio 1","4,8","85%","Ha mejorado notablemente su rendimiento."
"Eladio Figuerola Balaguer","2° Básico B","18","Historia","Laboratorio 2","5,9","85%","Ha mejorado notablemente su rendimiento."
"Eladio Figuerola Balaguer","2° Básico B","18","Historia","Laboratorio 3","5,6","85%","Ha mejorado notablemente su rendimiento."
"Eladio Figuerola Balaguer","2° Básico B","18","Matemáticas","Exposición 1","4,5","85%","Ha mejorado notablemente su rendimiento."
"Eladio Figuerola Balaguer","2° Básico B","18","Matemáticas","Exposición 2","6,0","85%","Ha mejorado notablemente su rendimiento."
"Eladio Figuerola Balaguer","2° Básico B","18","Lenguaje","Exposición 1","5,2","85%","Ha mejorado notablemente su rendimiento."
"Eladio Figuerola Balaguer","2° Básico B","18","Lenguaje","Tarea 2","6,2","85%","Ha mejorado notablemente su rendimiento."
"Eladio Figuerola Balaguer","2° Básico B","18","Lenguaje","Ensayo 3","4,5","85%","Ha mejorado notablemente su rendimiento."
"Rosa Alcaraz Losada","5° Básico B","16","Inglés","Prueba 1","4,6","93%","Excelente participación en clases."
"Rosa Alcaraz Losada","5° Básico B","16","Inglés","Exposición 2","3,7","93%","Excelente participación en clases."
"Rosa Alcaraz Losada","5° Básico B","16","Inglés","Control 3","5,2","93%","Excelente participación en clases."
"Rosa Alcaraz Losada","5° Básico B","16","Matemáticas","Laboratorio 1","6,4","93%","Excelente participación en clases."
"Rosa Alcaraz Losada","5° Básico B","16","Matemáticas","Exposición 2","3,9","93%","Excelente participación en clases."
"Rosa Alcaraz Losada","5° Básico B","16","Educación Física","Laboratorio 1","5,8","93%","Excelente participación en clases."
"Rosa Alcaraz Losada","5° Básico B","16","Educación Física","Laboratorio 2","4,8","93%","Excelente participación en clases."
"Rosa Alcaraz Losada","5° Básico B","16","Educación Física","Laboratorio 3","6,3","93%","Excelente participación en clases."
"Rosa Alcaraz Losada","5° Básico B","16","Educación Física","Laboratorio 4","5,0","93%","Excelente participación en clases."
"Rosa Alcaraz Losada","5° Básico B","16","Ciencias","Laboratorio 1","3,8","93%","Excelente participación en clases."
"Rosa Alcaraz Losada","5° Básico B","16","Ciencias","Ensayo 2","4,2","93%","Excelente participación en clases."
"Juana de Jaén","5° Básico B","15","Matemáticas","Laboratorio 1","6,6","96%","Molesta a sus companeros constantemente."
"Juana de Jaén","5° Básico B","15","Matemáticas","Tarea 2","4,6","96%","Molesta a sus companeros constantemente."
"Juana de Jaén","5° Básico B","15","Matemáticas","Ensayo 3","4,5","96%","Molesta a sus companeros constantemente."
"Juana de Jaén","5° Básico B","15","Matemáticas","Prueba 4","6,8","96%","Molesta a sus companeros constantemente."
"Juana de Jaén","5° Básico B","15","Lenguaje","Laboratorio 1","3,2","96%","Molesta a sus companeros constantemente."
"Juana de Jaén","5° Básico B","15","Lenguaje","Prueba 2","3,7","96%","Molesta a sus companeros constantemente."
"Juana de Jaén","5° Básico B","15","Historia","Ensayo 1","5,5","96%","Molesta a sus companeros constantemente."
"Juana de Jaén","5° Básico B","15","Historia","Tarea 2","6,7","96%","Molesta a sus companeros constantemente."
"Juana de Jaén","5° Básico B","15","Historia","Prueba 3","6,1","96%","Molesta a sus companeros constantemente."
"Juana de Jaén","5° Básico B","15","Inglés","Laboratorio 1","4,3","96%","Molesta a sus companeros constantemente."
"Juana de Jaén","5° Básico B","15","Inglés","Exposición 2","5,0","96%","Molesta a sus companeros constantemente."
"Victorino Ribas Prieto","2° Básico A","18","Educación Física","Tarea 1","3,7","85%","Creativo y con gran potencial."
"Victorino Ribas Prieto","2° Básico A","18","Educación Física","Tarea 2","5,5","85%","Creativo y con gran potencial."
"Victorino Ribas Prieto","2° Básico A","18","Lenguaje","Tarea 1","4,6","85%","Creativo y con gran potencial."
"Victorino Ribas Prieto","2° Básico A","18","Lenguaje","Ensayo 2","5,6","85%","Creativo y con gran potencial."
"Victorino Ribas Prieto","2° Básico A","18","Lenguaje","Laboratorio 3","3,9","85%","Creativo y con gran potencial."
"Victorino Ribas Prieto","2° Básico A","18","Lenguaje","Tarea 4","5,9","85%","Creativo y con gran potencial."
"Victorino Ribas Prieto","2° Básico A","18","Ciencias","Control 1","4,1","85%","Creativo y con gran potencial."
"Victorino Ribas Prieto","2° Básico A","18","Ciencias","Ensayo 2","3,5","85%","Creativo y con gran potencial."
"Victorino Ribas Prieto","2° Básico A","18","Matemáticas","Prueba 1","6,2","85%","Creativo y con gran potencial."
"Victorino Ribas Prieto","2° Básico A","18","Matemáticas","Prueba 2","3,6","85%","Creativo y con gran potencial."
"Victorino Ribas Prieto","2° Básico A","18","Matemáticas","Laboratorio 3","6,1","85%","Creativo y con gran potencial."
"Pilar del Toledo","6° Básico B","17","Ciencias","Ensayo 1","6,6","82%","Excelente participación en clases."
"Pilar del Toledo","6° Básico B","17","Ciencias","Ensayo 2","5,2","82%","Excelente participación en clases."
"Pilar del Toledo","6° Básico B","17","Ciencias","Tarea 3","5,0","82%","Excelente participación en clases."
"Pilar del Toledo","6° Básico B","17","Ciencias","Laboratorio 4","5,3","82%","Excelente participación en clases."
"Pilar del Toledo","6° Básico B","17","Historia","Laboratorio 1","5,0","82%","Excelente participación en clases."
"Pilar del Toledo","6° Básico B","17","Historia","Prueba 2","5,3","82%","Excelente participación en clases."
"Pilar del Toledo","6° Básico B","17","Educación Física","Exposición 1","4,3","82%","Excelente participación en clases."
"Pilar del Toledo","6° Básico B","17","Educación Física","Tarea 2","3,9","82%","Excelente participación en clases."
"Pilar del Toledo","6° Básico B","17","Educación Física","Laboratorio 3","4,3","82%","Excelente participación en clases."
"Pilar del Toledo","6° Básico B","17","Inglés","Tarea 1","5,8","82%","Excelente participación en clases."
"Pilar del Toledo","6° Básico B","17","Inglés","Ensayo 2","5,4","82%","Excelente participación en clases."
"Bernarda Duarte Paniagua","3° Medio B","14","Matemáticas","Ensayo 1","5,5","86%","Presenta dificultades para seguir instrucciones."
"Bernarda Duarte Paniagua","3° Medio B","14","Matemáticas","Laboratorio 2","5,9","86%","Presenta dificultades para seguir instrucciones."
"Bernarda Duarte Paniagua","3° Medio B","14","Matemáticas","Prueba 3","6,5","86%","Presenta dificultades para seguir instrucciones."
"Bernarda Duarte Paniagua","3° Medio B","14","Educación Física","Ensayo 1","4,2","86%","Presenta dificultades para seguir instrucciones."
"Bernarda Duarte Paniagua","3° Medio B","14","Educación Física","Control 2","5,4","86%","Presenta dificultades para seguir instrucciones."
"Bernarda Duarte Paniagua","3° Medio B","14","Inglés","Ensayo 1","7,0","86%","Presenta dificultades para seguir instrucciones."
"Bernarda Duarte Paniagua","3° Medio B","14","Inglés","Exposición 2","3,7","86%","Presenta dificultades para seguir instrucciones."
"Bernarda Duarte Paniagua","3° Medio B","14","Inglés","Prueba 3","4,9","86%","Presenta dificultades para seguir instrucciones."
"Bernarda Duarte Paniagua","3° Medio B","14","Inglés","Tarea 4","3,1","86%","Presenta dificultades para seguir instrucciones."
"Bernarda Duarte Paniagua","3° Medio B","14","Historia","Prueba 1","6,9","86%","Presenta dificultades para seguir instrucciones."
"Bernarda Duarte Paniagua","3° Medio B","14","Historia","Exposición 2","4,9","86%","Presenta dificultades para seguir instrucciones."
"Bernarda Duarte Paniagua","3° Medio B","14","Historia","Prueba 3","6,1","86%","Presenta dificultades para seguir instrucciones."
"Bernarda Duarte Paniagua","3° Medio B","14","Historia","Exposición 4","3,7","86%","Presenta dificultades para seguir instrucciones."
"Bernarda Duarte Paniagua","3° Medio B","14","Ciencias","Ensayo 1","6,5","86%","Presenta dificultades para seguir instrucciones."
"Bernarda Duarte Paniagua","3° Medio B","14","Ciencias","Exposición 2","3,3","86%","Presenta dificultades para seguir instrucciones."
"Bernarda Duarte Paniagua","3° Medio B","14","Ciencias","Laboratorio 3","6,1","86%","Presenta dificultades para seguir instrucciones."
"Bernarda Duarte Paniagua","3° Medio B","14","Ciencias","Tarea 4","4,6","86%","Presenta dificultades para seguir instrucciones."
"Tadeo Morillo","5° Básico A","16","Ciencias","Ensayo 1","6,5","85%","Excelente participación en clases."
"Tadeo Morillo","5° Básico A","16","Ciencias","Prueba 2","3,9","85%","Excelente participación en clases."
"Tadeo Morillo","5° Básico A","16","Ciencias","Exposición 3","3,3","85%","Excelente participación en clases."
"Tadeo Morillo","5° Básico A","16","Ciencias","Ensayo 4","4,5","85%","Excelente participación en clases."
"Tadeo Morillo","5° Básico A","16","Historia","Exposición 1","4,9","85%","Excelente participación en clases."
"Tadeo Morillo","5° Básico A","16","Historia","Laboratorio 2","5,4","85%","Excelente participación en clases."
"Tadeo Morillo","5° Básico A","16","Historia","Control 3","6,8","85%","Excelente participación en clases."
"Tadeo Morillo","5° Básico A","16","Historia","Ensayo 4","3,2","85%","Excelente participación en clases."
"Tadeo Morillo","5° Básico A","16","Lenguaje","Ensayo 1","6,5","85%","Excelente participación en clases."
"Tadeo Morillo","5° Básico A","16","Lenguaje","Prueba 2","7,0","85%","Excelente participación en clases."
"Tadeo Morillo","5° Básico A","16","Lenguaje","Exposición 3","5,0","85%","Excelente participación en clases."
"Francisco Jose del Noguera","2° Básico B","17","Historia","Tarea 1","6,6","88%","Muestra liderazgo y colabora con sus compañeros."
"Francisco Jose del Noguera","2° Básico B","17","Historia","Prueba 2","3,3","88%","Muestra liderazgo y colabora con sus compañeros."
"Francisco Jose del Noguera","2° Básico B","17","Historia","Exposición 3","3,2","88%","Muestra liderazgo y colabora con sus compañeros."
"Francisco Jose del Noguera","2° Básico B","17","Matemáticas","Exposición 1","4,6","88%","Muestra liderazgo y colabora con sus compañeros."
"Francisco Jose del Noguera","2° Básico B","17","Matemáticas","Prueba 2","5,7","88%","Muestra liderazgo y colabora con sus compañeros."
"Francisco Jose del Noguera","2° Básico B","17","Matemáticas","Exposición 3","3,3","88%","Muestra liderazgo y colabora con sus compañeros."
"Francisco Jose del Noguera","2° Básico B","17","Matemáticas","Tarea 4","6,4","88%","Muestra liderazgo y colabora con sus compañeros."
"Francisco Jose del Noguera","2° Básico B","17","Educación Física","Control 1","4,6","88%","Muestra liderazgo y colabora con sus compañeros."
"Francisco Jose del Noguera","2° Básico B","17","Educación Física","Prueba 2","4,8","88%","Muestra liderazgo y colabora con sus compañeros."
"Bernabé Coello","1° Básico A","15","Matemáticas","Control 1","5,3","89%","Ha mejorado notablemente su rendimiento."
"Bernabé Coello","1° Básico A","15","Matemáticas","Tarea 2","5,2","89%","Ha mejorado notablemente su rendimiento."
"Bernabé Coello","1° Básico A","15","Matemáticas","Tarea 3","3,4","89%","Ha mejorado notablemente su rendimiento."
"Bernabé Coello","1° Básico A","15","Matemáticas","Laboratorio 4","6,0","89%","Ha mejorado notablemente su rendimiento."
"Bernabé Coello","1° Básico A","15","Ciencias","Exposición 1","5,0","89%","Ha mejorado notablemente su rendimiento."
"Bernabé Coello","1° Básico A","15","Ciencias","Tarea 2","4,0","89%","Ha mejorado notablemente su rendimiento."
"Bernabé Coello","1° Básico A","15","Lenguaje","Control 1","3,9","89%","Ha mejorado notablemente su rendimiento."
"Bernabé Coello","1° Básico A","15","Lenguaje","Tarea 2","3,2","89%","Ha mejorado notablemente su rendimiento."
"Bernabé Coello","1° Básico A","15","Inglés","Ensayo 1","5,7","89%","Ha mejorado notablemente su rendimiento."
"Bernabé Coello","1° Básico A","15","Inglés","Ensayo 2","6,6","89%","Ha mejorado notablemente su rendimiento."
"Bernabé Coello","1° Básico A","15","Inglés","Control 3","3,7","89%","Ha mejorado notablemente su rendimiento."
"Bernabé Coello","1° Básico A","15","Educación Física","Control 1","3,6","89%","Ha mejorado notablemente su rendimiento."
"Bernabé Coello","1° Básico A","15","Educación Física","Ensayo 2","6,2","89%","Ha mejorado notablemente su rendimiento."
"Bernabé Coello","1° Básico A","15","Educación Física","Tarea 3","5,3","89%","Ha mejorado notablemente su rendimiento."
"Bernabé Coello","1° Básico A","15","Educación Física","Prueba 4","4,6","89%","Ha mejorado notablemente su rendimiento."
"Belén Gaya Estrada","4° Básico A","18","Inglés","Exposición 1","6,8","91%","Molesta a sus companeros constantemente."
"Belén Gaya Estrada","4° Básico A","18","Inglés","Control 2","5,5","91%","Molesta a sus companeros constantemente."
"Belén Gaya Estrada","4° Básico A","18","Educación Física","Exposición 1","3,7","91%","Molesta a sus companeros constantemente."
"Belén Gaya Estrada","4° Básico A","18","Educación Física","Control 2","3,0","91%","Molesta a sus companeros constantemente."
"Belén Gaya Estrada","4° Básico A","18","Educación Física","Ensayo 3","3,4","91%","Molesta a sus companeros constantemente."
"Belén Gaya Estrada","4° Básico A","18","Educación Física","Ensayo 4","4,6","91%","Molesta a sus companeros constantemente."
"Belén Gaya Estrada","4° Básico A","18","Lenguaje","Exposición 1","3,9","91%","Molesta a sus companeros constantemente."
"Belén Gaya Estrada","4° Básico A","18","Lenguaje","Prueba 2","4,4","91%","Molesta a sus companeros constantemente."
"Belén Gaya Estrada","4° Básico A","18","Lenguaje","Laboratorio 3","5,1","91%","Molesta a sus companeros constantemente."
"Belén Gaya Estrada","4° Básico A","18","Historia","Prueba 1","5,2","91%","Molesta a sus companeros constantemente."
"Belén Gaya Estrada","4° Básico A","18","Historia","Control 2","5,0","91%","Molesta a sus companeros constantemente."
"Belén Gaya Estrada","4° Básico A","18","Historia","Prueba 3","3,1","91%","Molesta a sus companeros constantemente."
"Belén Gaya Estrada","4° Básico A","18","Historia","Tarea 4","6,6","91%","Molesta a sus companeros constantemente."
"Belén Gaya Estrada","4° Básico A","18","Matemáticas","Laboratorio 1","6,1","91%","Molesta a sus companeros constantemente."
"Belén Gaya Estrada","4° Básico A","18","Matemáticas","Control 2","4,6","91%","Molesta a sus companeros constantemente."
"Belén Gaya Estrada","4° Básico A","18","Matemáticas","Exposición 3","5,2","91%","Molesta a sus companeros constantemente."
"Belén Gaya Estrada","4° Básico A","18","Ciencias","Tarea 1","4,4","91%","Molesta a sus companeros constantemente."
"Belén Gaya Estrada","4° Básico A","18","Ciencias","Laboratorio 2","5,3","91%","Molesta a sus companeros constantemente."
"Belén Gaya Estrada","4° Básico A","18","Ciencias","Ensayo 3","4,7","91%","Molesta a sus companeros constantemente."
"Belén Gaya Estrada","4° Básico A","18","Ciencias","Laboratorio 4","6,8","91%","Molesta a sus companeros constantemente."
"Crescencia Alvarado Castelló","8° Básico A","15","Lenguaje","Laboratorio 1","5,8","99%","Ha mejorado notablemente su rendimiento."
"Crescencia Alvarado Castelló","8° Básico A","15","Lenguaje","Ensayo 2","4,2","99%","Ha mejorado notablemente su rendimiento."
"Crescencia Alvarado Castelló","8° Básico A","15","Lenguaje","Ensayo 3","6,6","99%","Ha mejorado notablemente su rendimiento."
"Crescencia Alvarado Castelló","8° Básico A","15","Inglés","Prueba 1","6,6","99%","Ha mejorado notablemente su rendimiento."
"Crescencia Alvarado Castelló","8° Básico A","15","Inglés","Tarea 2","5,9","99%","Ha mejorado notablemente su rendimiento."
"Crescencia Alvarado Castelló","8° Básico A","15","Ciencias","Prueba 1","4,1","99%","Ha mejorado notablemente su rendimiento."
"Crescencia Alvarado Castelló","8° Básico A","15","Ciencias","Laboratorio 2","6,2","99%","Ha mejorado notablemente su rendimiento."
"Crescencia Alvarado Castelló","8° Básico A","15","Ciencias","Laboratorio 3","6,1","99%","Ha mejorado notablemente su rendimiento."
"Crescencia Alvarado Castelló","8° Básico A","15","Ciencias","Prueba 4","6,7","99%","Ha mejorado notablemente su rendimiento."
"Candela Olga Asenjo Cabrero","3° Medio A","16","Historia","Tarea 1","5,9","93%","Muestra liderazgo y colabora con sus compañeros."
"Candela Olga Asenjo Cabrero","3° Medio A","16","Historia","Tarea 2","6,7","93%","Muestra liderazgo y colabora con sus compañeros."
"Candela Olga Asenjo Cabrero","3° Medio A","16","Historia","Exposición 3","4,2","93%","Muestra liderazgo y colabora con sus compañeros."
"Candela Olga Asenjo Cabrero","3° Medio A","16","Historia","Ensayo 4","4,1","93%","Muestra liderazgo y colabora con sus compañeros."
"Candela Olga Asenjo Cabrero","3° Medio A","16","Lenguaje","Control 1","4,8","93%","Muestra liderazgo y colabora con sus compañeros."
"Candela Olga Asenjo Cabrero","3° Medio A","16","Lenguaje","Ensayo 2","4,3","93%","Muestra liderazgo y colabora con sus compañeros."
"Candela Olga Asenjo Cabrero","3° Medio A","16","Inglés","Tarea 1","6,7","93%","Muestra liderazgo y colabora con sus compañeros."
"Candela Olga Asenjo Cabrero","3° Medio A","16","Inglés","Ensayo 2","6,7","93%","Muestra liderazgo y colabora con sus compañeros."
"Candela Olga Asenjo Cabrero","3° Medio A","16","Inglés","Prueba 3","4,0","93%","Muestra liderazgo y colabora con sus compañeros."
"Candela Olga Asenjo Cabrero","3° Medio A","16","Inglés","Ensayo 4","6,0","93%","Muestra liderazgo y colabora con sus compañeros."
"Epifanio Gelabert Camps","8° Básico A","18","Matemáticas","Laboratorio 1","5,1","95%","Se distrae con facilidad."
"Epifanio Gelabert Camps","8° Básico A","18","Matemáticas","Control 2","6,2","95%","Se distrae con facilidad."
"Epifanio Gelabert Camps","8° Básico A","18","Historia","Laboratorio 1","5,9","95%","Se distrae con facilidad."
"Epifanio Gelabert Camps","8° Básico A","18","Historia","Prueba 2","5,5","95%","Se distrae con facilidad."
"Epifanio Gelabert Camps","8° Básico A","18","Historia","Prueba 3","4,5","95%","Se distrae con facilidad."
"Epifanio Gelabert Camps","8° Básico A","18","Historia","Control 4","4,3","95%","Se distrae con facilidad."
"Epifanio Gelabert Camps","8° Básico A","18","Ciencias","Tarea 1","4,1","95%","Se distrae con facilidad."
"Epifanio Gelabert Camps","8° Básico A","18","Ciencias","Exposición 2","3,8","95%","Se distrae con facilidad."
"Epifanio Gelabert Camps","8° Básico A","18","Educación Física","Exposición 1","5,4","95%","Se distrae con facilidad."
"Epifanio Gelabert Camps","8° Básico A","18","Educación Física","Prueba 2","4,4","95%","Se distrae con facilidad."
"Angélica Luque Ponce","3° Básico B","17","Ciencias","Laboratorio 1","4,8","83%","Muy responsable y puntual con sus entregas."
"Angélica Luque Ponce","3° Básico B","17","Ciencias","Laboratorio 2","5,6","83%","Muy responsable y puntual con sus entregas."
"Angélica Luque Ponce","3° Básico B","17","Ciencias","Tarea 3","4,8","83%","Muy responsable y puntual con sus entregas."
"Angélica Luque Ponce","3° Básico B","17","Ciencias","Exposición 4","3,2","83%","Muy responsable y puntual con sus entregas."
"Angélica Luque Ponce","3° Básico B","17","Educación Física","Ensayo 1","4,2","83%","Muy responsable y puntual con sus entregas."
"Angélica Luque Ponce","3° Básico B","17","Educación Física","Exposición 2","7,0","83%","Muy responsable y puntual con sus entregas."
"Angélica Luque Ponce","3° Básico B","17","Educación Física","Tarea 3","4,7","83%","Muy responsable y puntual con sus entregas."
"Angélica Luque Ponce","3° Básico B","17","Educación Física","Tarea 4","5,4","83%","Muy responsable y puntual con sus entregas."
"Angélica Luque Ponce","3° Básico B","17","Inglés","Tarea 1","3,1","83%","Muy responsable y puntual con sus entregas."
"Angélica Luque Ponce","3° Básico B","17","Inglés","Control 2","4,0","83%","Muy responsable y puntual con sus entregas."
"Angélica Luque Ponce","3° Básico B","17","Inglés","Ensayo 3","3,4","83%","Muy responsable y puntual con sus entregas."
"Angélica Luque Ponce","3° Básico B","17","Inglés","Tarea 4","6,4","83%","Muy responsable y puntual con sus entregas."
"Angélica Luque Ponce","3° Básico B","17","Matemáticas","Control 1","5,7","83%","Muy responsable y puntual con sus entregas."
"Angélica Luque Ponce","3° Básico B","17","Matemáticas","Exposición 2","3,5","83%","Muy responsable y puntual con sus entregas."
"Angélica Luque Ponce","3° Básico B","17","Matemáticas","Ensayo 3","6,1","83%","Muy responsable y puntual con sus entregas."
"Balduino Cifuentes-Alcalde","6° Básico A","16","Matemáticas","Prueba 1","5,5","81%","Ha mejorado notablemente su rendimiento."
"Balduino Cifuentes-Alcalde","6° Básico A","16","Matemáticas","Tarea 2","5,0","81%","Ha mejorado notablemente su rendimiento."
"Balduino Cifuentes-Alcalde","6° Básico A","16","Matemáticas","Control 3","5,1","81%","Ha mejorado notablemente su rendimiento."
"Balduino Cifuentes-Alcalde","6° Básico A","16","Ciencias","Exposición 1","5,1","81%","Ha mejorado notablemente su rendimiento."
"Balduino Cifuentes-Alcalde","6° Básico A","16","Ciencias","Laboratorio 2","3,0","81%","Ha mejorado notablemente su rendimiento."
"Balduino Cifuentes-Alcalde","6° Básico A","16","Ciencias","Control 3","3,9","81%","Ha mejorado notablemente su rendimiento."
"Balduino Cifuentes-Alcalde","6° Básico A","16","Ciencias","Prueba 4","4,5","81%","Ha mejorado notablemente su rendimiento."
"Balduino Cifuentes-Alcalde","6° Básico A","16","Educación Física","Control 1","4,1","81%","Ha mejorado notablemente su rendimiento."
"Balduino Cifuentes-Alcalde","6° Básico A","16","Educación Física","Laboratorio 2","4,1","81%","Ha mejorado notablemente su rendimiento."
"Balduino Cifuentes-Alcalde","6° Básico A","16","Educación Física","Ensayo 3","3,9","81%","Ha mejorado notablemente su rendimiento."
"Balduino Cifuentes-Alcalde","6° Básico A","16","Educación Física","Laboratorio 4","5,2","81%","Ha mejorado notablemente su rendimiento."
"Balduino Cifuentes-Alcalde","6° Básico A","16","Historia","Tarea 1","6,3","81%","Ha mejorado notablemente su rendimiento."
"Balduino Cifuentes-Alcalde","6° Básico A","16","Historia","Control 2","3,1","81%","Ha mejorado notablemente su rendimiento."
"Balduino Cifuentes-Alcalde","6° Básico A","16","Historia","Prueba 3","4,5","81%","Ha mejorado notablemente su rendimiento."
"Balduino Cifuentes-Alcalde","6° Básico A","16","Lenguaje","Control 1","5,1","81%","Ha mejorado notablemente su rendimiento."
"Balduino Cifuentes-Alcalde","6° Básico A","16","Lenguaje","Control 2","5,3","81%","Ha mejorado notablemente su rendimiento."
"Balduino Cifuentes-Alcalde","6° Básico A","16","Lenguaje","Laboratorio 3","5,1","81%","Ha mejorado notablemente su rendimiento."
"Balduino Cifuentes-Alcalde","6° Básico A","16","Inglés","Tarea 1","5,1","81%","Ha mejorado notablemente su rendimiento."
"Balduino Cifuentes-Alcalde","6° Básico A","16","Inglés","Control 2","5,8","81%","Ha mejorado notablemente su rendimiento."
"Balduino Cifuentes-Alcalde","6° Básico A","16","Inglés","Control 3","4,9","81%","Ha mejorado notablemente su rendimiento."
"Balduino Cifuentes-Alcalde","6° Básico A","16","Inglés","Tarea 4","6,2","81%","Ha mejorado notablemente su rendimiento."
"Víctor Zamora Salvà","8° Básico B","15","Ciencias","Ensayo 1","4,0","88%","Ha mejorado notablemente su rendimiento."
"Víctor Zamora Salvà","8° Básico B","15","Ciencias","Control 2","4,9","88%","Ha mejorado notablemente su rendimiento."
